game_name,reviews_like_rate,all_reviews_number,release_date,developer,user_defined_tags,supported_os,supported_languages,price,other_features,age_restriction,rating,difficulty,length,estimated_downloads,release_year
Ale & Tale Tavern,88,5924,2024-09-05,Scienart Games,"Adventure, Simulation",win,"English, Russian, French, Italian, German, Spanish - Spain, Hungarian, Traditional Chinese, Simplified Chinese, Korean, Polish, Portuguese - Portugal, Romanian, Thai, Turkish, Ukrainian, Czech, Japanese, Vietnamese, Portuguese - Brazil, Spanish - Latin America",6.99,"Single-player, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",13,3.0,3,4,568300,2024
Punch Club,82,11304,2016-01-08,Lazy Bear Games,"Pixel Graphics, Management, RPG, Fighting","win, mac, linux","English, German, Russian, French, Spanish - Spain, Portuguese - Brazil, Italian, Simplified Chinese, Japanese, Polish, Turkish, Czech, Korean",5.79,"Single-player, Steam Achievements, Steam Trading Cards, Captions available, Steam Cloud, Family Sharing",13,3.41,3,17,2780000,2016
The Mortuary Assistant,92,6154,2022-08-02,DarkStone Digital,"Horror, Simulation",win,"English, French, Portuguese - Brazil, Italian, German, Japanese, Korean, Simplified Chinese, Turkish, Spanish - Latin America",12.49,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",17,3.64,3,24,545800,2022
Portal 2,98,359524,2011-04-19,Valve,"Platformer, Puzzle, Story Rich","win, linux","English, French, German, Spanish - Spain, Czech, Danish, Dutch, Finnish, Hungarian, Italian, Japanese, Korean, Norwegian, Polish, Portuguese - Portugal, Romanian, Russian, Simplified Chinese, Swedish, Thai, Traditional Chinese, Turkish, Bulgarian, Greek, Portuguese - Brazil, Spanish - Latin America, Ukrainian",5.79,"Single-player, Online Co-op, Shared/Split Screen Co-op, Steam Achievements, Steam Trading Cards, Captions available, Steam Workshop, Steam Cloud, Stats, Includes level editor, Commentary available, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",10,4.41,3,17,36010000,2011
Project Hospital,88,7476,2018-10-30,Oxymoron Games,"Simulation, Building, Management, Strategy","win, mac, linux","English, French, German, Spanish - Spain, Czech, Portuguese - Brazil, Spanish - Latin America, Traditional Chinese, Russian, Turkish, Ukrainian, Italian, Simplified Chinese, Dutch, Japanese, Hungarian, Polish, Korean, Swedish",12.49,"Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats, Family Sharing",10,3.23,3,48,617600,2018
Goose Goose Duck,86,72453,2021-10-03,"Gaggle Studios, Inc.","2D, Action, Cute","win, mac","English, French, German, Japanese, Korean, Portuguese - Brazil, Simplified Chinese, Spanish - Latin America, Thai, Traditional Chinese, Turkish, Italian, Czech, Hungarian, Polish, Russian, Vietnamese, Ukrainian",0.0,"Online PvP, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, In-App Purchases",0,4.0,3,46,25120000,2021
Tainted Grail: Conquest,90,6851,2021-05-27,Questline,"Card Game, Fantasy, RPG","win, linux","English, French, German, Polish, Russian, Simplified Chinese, Spanish - Latin America",19.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",17,3.65,3,23,505300,2021
Tails of Iron 2: Whiskers of Winter,78,1057,2025-01-28,Odd Bug Studio,"Action, Souls-like, Combat, RPG","win, mac, linux","English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese",14.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",13,3.72,2,17,46300,2025
Persona 5 Royal,96,68290,2022-10-21,ATLUS,"JRPG, Story Rich, Anime",win,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Simplified Chinese, Traditional Chinese",59.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",17,4.34,3,80,3080000,2022
The Hundred Line -Last Defense Academy-,89,3937,2025-04-24,Too Kyo Games,"Story Rich, Adventure, Anime, Visual Novel, Simulation",win,"English, Japanese, Simplified Chinese, Traditional Chinese",59.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",17,3.53,3,65,143100,2025
Total War: MEDIEVAL II – Definitive Edition,95,24825,2006-11-15,CREATIVE ASSEMBLY,"Strategy, Turn-Based, War, Tactical, Simulation","win, mac, linux","English, French, Italian, German, Spanish - Spain, Czech, Hungarian, Polish, Russian",19.99,"Single-player, Steam Trading Cards, Family Sharing",10,4.19,4,64,3650000,2006
Shin Megami Tensei V: Vengeance,93,5856,2024-06-14,ATLUS,"JRPG, Story Rich, Adventure, Turn-Based",win,"English, French, Italian, German, Spanish - Spain, Traditional Chinese, Japanese, Korean, Polish, Portuguese - Brazil, Simplified Chinese, Turkish, Russian",59.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",17,4.23,3,63,378100,2024
Shinobi Warfare,67,215,2022-06-14,TechnoTal,"RPG, Turn-Based, Tactical, 2D",win,English,0.0,"Online PvP, Online Co-op, Cross-Platform Multiplayer, In-App Purchases",10,3.5,3,40,173800,2022
Killer is Dead - Nightmare Edition,76,3658,2014-05-23,KADOKAWA GAMES / GRASSHOPPER MANUFACTURE,"Action, Combat",win,"English, French, Italian, German, Spanish - Spain, Japanese",14.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing",17,3.64,2,14,4420000,2014
DreadOut Remastered Collection,66,15,2025-05-14,Digital Happiness,"Adventure, Survival, Horror, Puzzle",win,"English, Indonesian, Japanese, Korean, Simplified Chinese, Traditional Chinese, French, Italian, German, Spanish - Spain, Hungarian, Polish, Portuguese - Portugal, Russian",14.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",17,2.04,2,12,1500,2025
SpongeBob SquarePants™: The Patrick Star Game,82,141,2024-10-04,PHL Collective,"Sandbox, Action, Adventure, Open World, Cute",win,"English, French, Italian, German, Spanish - Spain, Danish, Dutch, Japanese, Korean, Norwegian, Polish, Portuguese - Brazil, Simplified Chinese, Spanish - Latin America, Swedish",39.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,2.3,1,10,8800,2024
Rise of the Tomb Raider™,94,109985,2016-02-09,Crystal Dynamics,"Adventure, Action, Story Rich, Open World","win, mac, linux","English, French, Italian, German, Spanish - Spain, Dutch, Polish, Portuguese - Brazil, Russian, Japanese, Simplified Chinese, Traditional Chinese, Korean, Arabic",14.99,"Single-player, Steam Achievements, Tracked Controller Support, VR Supported, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",17,4.15,4,27,10150000,2016
BattleBit Remastered,85,124519,2023-06-15,SgtOkiDoki,"Early Access, FPS, War, Tactical",win,"English, French, Italian, German, Spanish - Spain, Arabic, Czech, Dutch, Finnish, Hungarian, Japanese, Korean, Norwegian, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Turkish, Ukrainian, Vietnamese, Belarusian, Estonian, Macedonian, Serbian, Slovak, Swedish",14.99,"MMO, Online PvP",17,3.45,3,16,7100000,2023
Age of Empires II (Retired),95,83416,2013-04-10,Skybox Labs,"Strategy, Building, Management, Tactical",win,"English, German, French, Italian, Korean, Spanish - Spain, Simplified Chinese, Russian, Japanese, Dutch, Portuguese - Brazil",9.99,"Single-player, Steam Achievements, Steam Trading Cards, Captions available, Steam Workshop, Steam Cloud, Stats, Steam Leaderboards, Includes level editor, Family Sharing",10,4.27,4,53,8470000,2013
TopSpin 2K25,54,1434,2024-04-26,Hangar 13,"Sports, Simulation",win,"English, French, Italian, German, Spanish - Spain, Czech, Japanese, Korean, Simplified Chinese, Spanish - Latin America, Traditional Chinese",19.99,"Single-player, Online PvP, Shared/Split Screen PvP, Shared/Split Screen Co-op, Cross-Platform Multiplayer, Steam Achievements, In-App Purchases",0,4.0,4,60,98400,2024
Pumping Simulator,72,468,2020-12-20,Lance Games,"Simulation, Management","win, mac","English, Russian, Turkish, Simplified Chinese, Japanese, French, German",2.99,"Single-player, Online Co-op, Steam Achievements, Steam Cloud, Family Sharing",0,3.25,3,24,55000,2020
The Talos Principle 2,95,11092,2023-11-02,Croteam,"Puzzle, Story Rich, Adventure, Simulation, Platformer",win,"English, French, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Turkish",14.99,"Single-player, Steam Achievements, Steam Cloud, HDR available, Family Sharing",10,4.16,4,38,561500,2023
SpeedRunners,94,22539,2016-04-19,DoubleDutch Games,"Platformer, 2D","win, mac, linux","English, French, Italian, German, Spanish - Spain, Czech, Romanian, Russian, Simplified Chinese, Dutch, Hungarian, Greek, Norwegian, Portuguese - Brazil, Turkish, Ukrainian, Polish, Japanese, Korean",7.99,"Single-player, Online PvP, Shared/Split Screen PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats, Includes level editor, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",10,3.59,3,26,5740000,2016
Six Days in Fallujah,82,11615,2023-06-22,Highwire Games,"Early Access, Tactical, Realistic, FPS",win,"English, French, German, Korean, Simplified Chinese, Spanish - Latin America, Italian, Spanish - Spain, Portuguese - Brazil, Portuguese - Portugal, Turkish",11.99,"Single-player, Online Co-op, Steam Achievements, Family Sharing",17,2.61,3,13,739900,2023
ICBM: Escalation,87,777,2024-11-21,SoftWarWare,"Strategy, War",win,"English, French, Italian, German, Spanish - Spain, Simplified Chinese, Russian",14.99,"Single-player, Online PvP, Online Co-op, Steam Achievements, Family Sharing",13,3.09,4,43,62100,2024
Core Keeper,92,41475,2024-08-27,Pugstorm,"Pixel Graphics, Open World, Survival, Crafting, Sandbox","win, linux","English, Simplified Chinese, Thai, German, Japanese, Korean, Spanish - Spain, French, Italian, Portuguese - Brazil, Traditional Chinese, Russian, Ukrainian",9.99,"Single-player, Online Co-op, Steam Cloud, Family Sharing",10,3.54,3,40,3480000,2024
Cult of the Lamb,95,89488,2022-08-11,Massive Monster,"Building, Cute, Action, Roguelike","win, mac","English, French, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese",12.49,"Single-player, Shared/Split Screen Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing",13,3.81,3,24,4220000,2022
Level Devil,87,185,2025-03-25,Unept,"2D, Platformer, Action",win,"English, French, German, Spanish - Spain, Japanese, Portuguese - Brazil, Portuguese - Portugal, Simplified Chinese, Spanish - Latin America, Traditional Chinese",3.99,"Single-player, Shared/Split Screen PvP, Steam Achievements, Steam Cloud, Family Sharing",17,2.96,2,4,28600,2025
The Headliners,85,4941,2025-01-30,KAFI,"Horror, Action",win,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Portuguese - Portugal, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese, Ukrainian, Turkish, Croatian",4.49,"Single-player, Online Co-op, Steam Achievements, Family Sharing",17,3.14,2,19,817700,2025
Call of Juarez: Gunslinger,94,18457,2013-05-22,Techland,"Action, FPS, Story Rich",win,"English, German, French, Italian, Spanish - Spain, Russian, Japanese, Polish, Portuguese - Brazil",9.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",17,3.69,3,10,7620000,2013
Counter-Strike: Source,96,126155,2004-11-01,Valve,"FPS, Action","win, linux","English, French, German, Italian, Japanese, Korean, Spanish - Spain, Russian, Simplified Chinese, Traditional Chinese, Thai, Turkish",5.79,"Cross-Platform Multiplayer, Steam Achievements, Steam Cloud, Stats, Includes Source SDK, Family Sharing",17,3.87,3,63,26660000,2004
Plant Tycoon,92,179,2007-09-27,Last Day of Work,"Simulation, Management",win,English,9.99,"Single-player, Family Sharing",13,4.05,2,76,31800,2007
Machinarium,95,14005,2009-10-16,Amanita Design,"Puzzle, 2D, Cute","win, mac","English, French, Italian, German, Spanish - Spain, Czech, Japanese, Korean, Polish, Portuguese - Portugal, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Turkish, Ukrainian",6.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing",10,3.88,3,8,2470000,2009
MULLET MADJACK,97,6545,2024-05-15,HAMMER95,"FPS, Action, Anime",win,"English, Japanese, Portuguese - Brazil, Spanish - Spain, Russian, Korean, Polish, Simplified Chinese, Traditional Chinese, Spanish - Latin America, Ukrainian, French, Italian",10.49,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",17,3.56,3,7,318800,2024
Viking Rise,72,559,2024-05-22,IGG SINGAPORE PTE. LTD.,"Strategy, RPG, War",win,"English, French, Italian, German, Spanish - Spain, Russian, Indonesian, Turkish, Japanese, Thai, Simplified Chinese, Traditional Chinese, Portuguese - Brazil, Portuguese - Portugal, Spanish - Latin America, Vietnamese, Arabic, Korean",0.0,"MMO, Online PvP, Online Co-op, Cross-Platform Multiplayer, In-App Purchases",13,2.71,2,73,167300,2024
Hero's Land,55,43720,2023-05-18,钢之直男工作室,"Survival, Open World, MMORPG",win,"English, Simplified Chinese, Traditional Chinese, Japanese, Korean, Thai, Vietnamese, Indonesian, French, Italian, German, Spanish - Spain, Portuguese - Portugal",0.0,"MMO, Online PvP, Steam Achievements, In-App Purchases, Remote Play Together",10,2.14,2,66,3010000,2023
PANICORE,80,8735,2024-05-31,ZTEK Studio,"Horror, Action, Adventure, Roguelike",win,"English, French, Italian, German, Spanish - Spain, Arabic, Bulgarian, Simplified Chinese, Danish, Finnish, Greek, Indonesian, Japanese, Korean, Dutch, Norwegian, Polish, Portuguese - Portugal, Romanian, Russian, Swedish, Thai, Czech, Turkish, Ukrainian, Hungarian, Vietnamese",2.99,"Single-player, Online Co-op, Steam Achievements, Steam Cloud, Family Sharing",10,3.0,3,2,1160000,2024
Pathfinder: Wrath of the Righteous - Enhanced Edition,83,29664,2021-09-02,Owlcat Games,"Open World, RPG, Story Rich, Fantasy","win, mac","English, French, German, Spanish - Spain, Russian, Simplified Chinese, Italian, Portuguese - Brazil",11.0,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",17,3.34,4,71,2400000,2021
Living With Sister: Monochrome Fantasy,96,9985,2024-03-23,Inusuku,"Sexual Content, JRPG, Visual Novel, Anime",win,"English, Japanese, Simplified Chinese",1.0,"Single-player, Steam Cloud, Family Sharing",17,4.17,3,9,495700,2024
Gunsmith Simulator,84,2697,2024-10-04,GameHunters,"Simulation, Realistic, War",win,"English, French, Italian, German, Spanish - Spain, Traditional Chinese, Polish, Russian, Simplified Chinese, Spanish - Latin America, Japanese, Korean, Turkish, Portuguese - Portugal, Portuguese - Brazil, Ukrainian",12.49,"Single-player, Steam Achievements, Family Sharing",13,3.5,3,12,206300,2024
"Good Pizza, Great Pizza - Cooking Simulator Game",88,5268,2023-01-06,TapBlaze,"Management, Simulation","win, mac","English, French, Italian, Spanish - Spain, Japanese, Portuguese - Brazil, Russian, Simplified Chinese, German, Korean, Traditional Chinese, Polish, Turkish, Spanish - Latin America, Arabic, Portuguese - Portugal, Indonesian",5.79,"Single-player, Steam Achievements, Steam Trading Cards, Steam Leaderboards, Family Sharing",0,3.88,3,12,237200,2023
Dorfromantik,96,25501,2022-04-28,Toukana Interactive,"Puzzle, Building, Simulation, Sandbox",win,"English, German, French, Italian, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese, Polish, Swedish, Spanish - Spain, Turkish, Arabic, Dutch, Hungarian, Japanese, Norwegian, Portuguese - Portugal, Ukrainian, Korean, Czech",13.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",0,3.68,3,14,1540000,2022
Heroes of Hammerwatch II,85,3968,2025-01-15,Crackshell,"RPG, Roguelike, Action, 2D",win,English,9.29,"Single-player, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",13,3.83,4,61,400300,2025
Unpacking,93,30144,2021-11-02,Witch Beam,"Cute, Pixel Graphics, Puzzle, Simulation","win, mac, linux","English, French, German, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese, Italian, Turkish, Filipino, Indonesian, Malay",9.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,3.51,1,11,1650000,2021
Idol Party,75,482,2024-08-16,LONGYOU TECHNOLOGY PTE.LTD.,Platformer,win,"English, Indonesian, Thai, Traditional Chinese, Vietnamese, Russian, Korean, Spanish - Spain, Spanish - Latin America, Portuguese - Brazil, Portuguese - Portugal, German, Japanese",0.0,"MMO, Online PvP, Online Co-op, In-App Purchases",13,2.65,3,41,143200,2024
Among Us,92,615937,2018-11-16,Innersloth,"2D, Cute, Survival",win,"English, Portuguese - Brazil, Spanish - Latin America, Spanish - Spain, Korean, Russian, French, Italian, German, Dutch, Japanese, Portuguese - Portugal, Simplified Chinese, Traditional Chinese",2.49,"Online PvP, LAN PvP, Online Co-op, LAN Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, In-App Purchases, Remote Play on Phone, Remote Play on Tablet, Family Sharing",10,3.58,3,41,31280000,2018
